x,y,z,p,i,j,s,val-esp
0.2,0.8,20.0,1000.0,5.0,96.802,9.075.712.110.370.510,36.237
0.2,0.8,20.0,1000.0,5.0,97.652,10.471.975.511.965.900,4.102
0.2,0.8,20.0,1000.0,5.0,98.502,11.868.238.913.561.400,45.854
0.2,0.8,20.0,1000.0,5.0,99.352,13.264.502.315.156.900,50.654
0.2,0.8,20.0,1000.0,5.0,99.893,14.660.765.716.752.300,55.192
0.2,0.8,20.0,1000.0,5.0,15.794,0.0,"8,04E-02"
0.2,0.8,20.0,1000.0,5.0,1.2021,1.396.263.401.595.460,51.007
0.2,0.8,20.0,1000.0,5.0,23.667,2.792.526.803.190.920,"1,67E-01"
0.2,0.8,20.0,1000.0,5.0,31.496,418.879.020.478.639,"2,92E-01"
0.2,0.8,20.0,1000.0,5.0,39.275,5.585.053.606.381.850,"4,52E-01"
0.2,0.8,20.0,1000.0,5.0,46.977,6.981.317.007.977.310,"6,58E-01"
0.2,0.8,20.0,1000.0,5.0,54.587,8.377.580.409.572.780,"9,08E-01"
0.2,0.8,20.0,1000.0,5.0,62.086,9.773.843.811.168.240,12.037
0.2,0.8,20.0,1000.0,5.0,69.416,1.117.010.721.276.370,15.493
0.8,0.8,20.0,1000.0,10.0,15.223,698.131.700.797.731,"5,35E-01"
0.8,0.8,20.0,1000.0,10.0,90.793,2.094.395.102.393.190,3.162
0.8,0.8,20.0,1000.0,10.0,91.447,3.490.658.503.988.650,37.986
0.8,0.8,20.0,1000.0,10.0,91.951,4.886.921.905.584.120,41.938
0.8,0.8,20.0,1000.0,10.0,92.403,6.283.185.307.179.580,44.024
0.8,0.8,20.0,1000.0,10.0,92.821,767.944.870.877.505,45.627
0.8,0.8,20.0,1000.0,10.0,93.194,9.075.712.110.370.510,47.008
0.8,0.8,20.0,1000.0,10.0,93.542,10.471.975.511.965.900,48.716
0.8,0.8,20.0,1000.0,10.0,93.871,11.868.238.913.561.400,53.559
0.8,0.8,20.0,1000.0,10.0,94.164,13.264.502.315.156.900,59.999
0.8,0.8,20.0,1000.0,10.0,9.444,14.660.765.716.752.300,65.794
0.8,0.8,20.0,1000.0,10.0,94.701,0.0,35.451
0.8,0.8,20.0,1000.0,10.0,44.642,1.396.263.401.595.460,44.784
0.8,0.8,20.0,1000.0,10.0,57.746,2.792.526.803.190.920,71.939
0.8,0.8,20.0,1000.0,10.0,68.747,418.879.020.478.639,10.419
0.8,0.8,20.0,1000.0,10.0,7.728,5.585.053.606.381.850,1.391
0.8,0.8,20.0,1000.0,10.0,83.332,6.981.317.007.977.310,17.195
0.8,0.8,20.0,1000.0,10.0,87.435,8.377.580.409.572.780,19.957
0.8,0.8,20.0,1000.0,10.0,89.672,9.773.843.811.168.240,22.576
0.2,0.8,3.0,1000.0,5.0,31.066,12.566.370.614.359.100,"3,25E-01"
0.2,0.8,3.0,1000.0,5.0,1.4038,13.962.634.015.954.600,16.726
0.2,0.8,3.0,1000.0,5.0,1.45,153.588.974.175.501,19.114
0.2,0.8,3.0,1000.0,5.0,1.533,698.131.700.797.731,18.066
0.2,0.8,3.0,1000.0,5.0,1.5734,2.094.395.102.393.190,22.516
0.2,0.8,3.0,1000.0,5.0,1.6089,3.490.658.503.988.650,25.552
0.2,0.8,3.0,1000.0,5.0,1.6441,4.886.921.905.584.120,28.479
0.2,0.8,3.0,1000.0,5.0,1.6789,6.283.185.307.179.580,31.517
0.2,0.8,3.0,1000.0,5.0,1.7117,767.944.870.877.505,34.698
0.2,0.8,3.0,1000.0,5.0,1.7425,9.075.712.110.370.510,38.008
0.2,0.8,3.0,1000.0,5.0,61.569,10.471.975.511.965.900,1.201
0.2,0.8,3.0,1000.0,5.0,1.7733,11.868.238.913.561.400,42.048
0.2,0.8,3.0,1000.0,5.0,89.749,13.264.502.315.156.900,27.206
0.2,0.8,3.0,1000.0,5.0,1.0217,14.660.765.716.752.300,45.083
0.2,0.8,3.0,1000.0,5.0,1.1744,0.0,54.681
0.2,0.8,3.0,1000.0,5.0,1.2434,1.396.263.401.595.460,88.947
0.2,0.8,3.0,1000.0,5.0,1.299,2.792.526.803.190.920,1.104
0.2,0.8,3.0,1000.0,5.0,1.3519,418.879.020.478.639,13.153
0.8,0.8,3.0,1000.0,10.0,18.808,1.117.010.721.276.370,"5,71E-01"
0.8,0.8,3.0,1000.0,10.0,1.0622,12.566.370.614.359.100,34.676
0.8,0.8,3.0,1000.0,10.0,1.0983,13.962.634.015.954.600,39.076
0.8,0.8,3.0,1000.0,10.0,1.1335,153.588.974.175.501,43.943
0.8,0.8,3.0,1000.0,10.0,1.1978,698.131.700.797.731,67.284
0.8,0.8,3.0,1000.0,10.0,1.2251,2.094.395.102.393.190,8.033
0.8,0.8,3.0,1000.0,10.0,1.25,3.490.658.503.988.650,86.293
0.8,0.8,3.0,1000.0,10.0,1.2733,4.886.921.905.584.120,90.596
0.8,0.8,3.0,1000.0,10.0,1.2973,6.283.185.307.179.580,94.101
0.8,0.8,3.0,1000.0,10.0,1.3216,767.944.870.877.505,97.146
0.8,0.8,3.0,1000.0,10.0,37.336,9.075.712.110.370.510,22.841
0.8,0.8,3.0,1000.0,10.0,1.3454,10.471.975.511.965.900,94.471
0.8,0.8,3.0,1000.0,10.0,54.971,11.868.238.913.561.400,48.794
0.8,0.8,3.0,1000.0,10.0,7.056,13.264.502.315.156.900,83.094
0.8,0.8,3.0,1000.0,10.0,83.128,14.660.765.716.752.300,1.226
0.8,0.8,3.0,1000.0,10.0,96.305,0.0,20.588
0.8,0.8,3.0,1000.0,10.0,99.701,1.396.263.401.595.460,33.752
0.8,0.8,3.0,1000.0,10.0,1.0276,2.792.526.803.190.920,39.366
0.2,0.8,4.0,1000.0,5.0,27.988,5.585.053.606.381.850,"2,43E-02"
0.2,0.8,4.0,1000.0,5.0,1.2434,6.981.317.007.977.310,12.985
0.2,0.8,4.0,1000.0,5.0,1.2754,8.377.580.409.572.780,14.921
0.2,0.8,4.0,1000.0,5.0,1.3062,9.773.843.811.168.240,16.969
0.2,0.8,4.0,1000.0,5.0,1.3312,1.117.010.721.276.370,19.094
0.2,0.8,4.0,1000.0,5.0,1.356,12.566.370.614.359.100,21.221
0.2,0.8,4.0,1000.0,5.0,1.3806,13.962.634.015.954.600,23.334
0.2,0.8,4.0,1000.0,5.0,1.4045,153.588.974.175.501,25.406
0.2,0.8,4.0,1000.0,5.0,1.4456,698.131.700.797.731,20.498
0.2,0.8,4.0,1000.0,5.0,1.4658,2.094.395.102.393.190,2.575
0.2,0.8,4.0,1000.0,5.0,55.516,3.490.658.503.988.650,"9,52E-01"
0.2,0.8,4.0,1000.0,5.0,1.4857,4.886.921.905.584.120,29.928
0.2,0.8,4.0,1000.0,5.0,81.802,6.283.185.307.179.580,2.098
0.2,0.8,4.0,1000.0,5.0,98.805,767.944.870.877.505,36.368
0.2,0.8,4.0,1000.0,5.0,1.0366,9.075.712.110.370.510,52.049
0.2,0.8,4.0,1000.0,5.0,1.0847,10.471.975.511.965.900,68.093
0.2,0.8,4.0,1000.0,5.0,1.1329,11.868.238.913.561.400,84.991
0.2,0.8,4.0,1000.0,5.0,1.1783,13.264.502.315.156.900,10.263
0.2,0.8,4.0,1000.0,5.0,1.211,14.660.765.716.752.300,12.074
0.8,0.8,4.0,1000.0,10.0,20.259,418.879.020.478.639,"7,63E-01"
0.8,0.8,4.0,1000.0,10.0,1.0266,5.585.053.606.381.850,46.263
0.8,0.8,4.0,1000.0,10.0,1.0507,6.981.317.007.977.310,50.278
0.8,0.8,4.0,1000.0,10.0,1.0754,8.377.580.409.572.780,5.368
0.8,0.8,4.0,1000.0,10.0,1.0994,9.773.843.811.168.240,56.688
0.8,0.8,4.0,1000.0,10.0,1.1215,1.117.010.721.276.370,59.592
0.8,0.8,4.0,1000.0,10.0,1.1414,12.566.370.614.359.100,63.672
0.8,0.8,4.0,1000.0,10.0,1.1594,13.962.634.015.954.600,68.766
0.8,0.8,4.0,1000.0,10.0,1.1763,153.588.974.175.501,74.353
0.8,0.8,4.0,1000.0,10.0,1.2077,698.131.700.797.731,97.308
0.8,0.8,4.0,1000.0,10.0,40.114,2.094.395.102.393.190,33.525
0.8,0.8,4.0,1000.0,10.0,1.2235,3.490.658.503.988.650,11.978
0.8,0.8,4.0,1000.0,10.0,58.531,4.886.921.905.584.120,65.669
0.8,0.8,4.0,1000.0,10.0,73.956,6.283.185.307.179.580,11.011
0.8,0.8,4.0,1000.0,10.0,85.422,767.944.870.877.505,15.798
0.8,0.8,4.0,1000.0,10.0,92.322,9.075.712.110.370.510,20.209
0.8,0.8,4.0,1000.0,10.0,95.769,10.471.975.511.965.900,24.336
0.8,0.8,4.0,1000.0,10.0,9.839,11.868.238.913.561.400,28.345
0.8,0.8,4.0,1000.0,10.0,1.1954,13.264.502.315.156.900,32.479
0.2,0.8,6.0,1000.0,5.0,1.1358,0.0,64.104
0.2,0.8,6.0,1000.0,5.0,1.1542,1.396.263.401.595.460,10.803
0.2,0.8,6.0,1000.0,5.0,1.1722,2.792.526.803.190.920,13.127
0.2,0.8,6.0,1000.0,5.0,1.1896,418.879.020.478.639,15.092
0.2,0.8,6.0,1000.0,5.0,1.2042,5.585.053.606.381.850,16.991
0.2,0.8,6.0,1000.0,5.0,1.2179,6.981.317.007.977.310,18.873
0.2,0.8,6.0,1000.0,5.0,1.2314,8.377.580.409.572.780,20.796
0.2,0.8,6.0,1000.0,5.0,1.2447,9.773.843.811.168.240,22.794
0.2,0.8,6.0,1000.0,5.0,1.2573,1.117.010.721.276.370,2.482
0.2,0.8,6.0,1000.0,5.0,1.2681,12.566.370.614.359.100,26.804
0.2,0.8,6.0,1000.0,5.0,52.307,13.962.634.015.954.600,"8,88E-01"
0.2,0.8,6.0,1000.0,5.0,1.2791,153.588.974.175.501,28.802
0.2,0.8,6.0,1000.0,5.0,92.946,698.131.700.797.731,28.424
0.2,0.8,6.0,1000.0,5.0,1.1982,2.094.395.102.393.190,45.146
0.2,0.8,6.0,1000.0,5.0,1.0358,3.490.658.503.988.650,58.958
0.2,0.8,6.0,1000.0,5.0,1.0643,4.886.921.905.584.120,72.878
0.2,0.8,6.0,1000.0,5.0,1.0926,6.283.185.307.179.580,87.551
0.2,0.8,6.0,1000.0,5.0,1.1169,767.944.870.877.505,10.298
0.8,0.8,6.0,1000.0,10.0,17.488,14.660.765.716.752.300,"4,69E-01"
0.8,0.8,6.0,1000.0,10.0,97.769,0.0,26.323
0.8,0.8,6.0,1000.0,10.0,98.898,1.396.263.401.595.460,47.214
0.8,0.8,6.0,1000.0,10.0,999,2.792.526.803.190.920,553
0.8,0.8,6.0,1000.0,10.0,1.1986,418.879.020.478.639,60.628
0.8,0.8,6.0,1000.0,10.0,1.0181,5.585.053.606.381.850,63.878
0.8,0.8,6.0,1000.0,10.0,1.0282,6.981.317.007.977.310,66.036
0.8,0.8,6.0,1000.0,10.0,1.0386,8.377.580.409.572.780,67.218
0.8,0.8,6.0,1000.0,10.0,1.049,9.773.843.811.168.240,68.085
0.8,0.8,6.0,1000.0,10.0,1.0588,1.117.010.721.276.370,69.498
0.8,0.8,6.0,1000.0,10.0,34.689,12.566.370.614.359.100,18.767
0.8,0.8,6.0,1000.0,10.0,1.0681,13.962.634.015.954.600,73.699
0.8,0.8,6.0,1000.0,10.0,51.048,153.588.974.175.501,40.894
0.8,0.8,6.0,1000.0,10.0,76.939,698.131.700.797.731,12.651
0.8,0.8,6.0,1000.0,10.0,8.523,2.094.395.102.393.190,18.895
0.8,0.8,6.0,1000.0,10.0,90.336,3.490.658.503.988.650,23.923
0.8,0.8,6.0,1000.0,10.0,93.355,4.886.921.905.584.120,28.327
0.8,0.8,6.0,1000.0,10.0,9.505,6.283.185.307.179.580,32.111
0.2,1.0,10.0,1000.0,5.0,98.594,9.075.712.110.370.510,39.723
0.2,1.0,10.0,1000.0,5.0,1.006,10.471.975.511.965.900,45.446
0.2,1.0,10.0,1000.0,5.0,1.0134,11.868.238.913.561.400,50.847
0.2,1.0,10.0,1000.0,5.0,1.0211,13.264.502.315.156.900,56.232
0.2,1.0,10.0,1000.0,5.0,1.0287,14.660.765.716.752.300,61.656
0.2,1.0,10.0,1000.0,5.0,1.0441,0.0,44.133
0.2,1.0,10.0,1000.0,5.0,1.0516,1.396.263.401.595.460,7.247
0.2,1.0,10.0,1000.0,5.0,1.059,2.792.526.803.190.920,84.836
0.2,1.0,10.0,1000.0,5.0,1.0654,418.879.020.478.639,92.705
0.2,1.0,10.0,1000.0,5.0,25.723,5.585.053.606.381.850,"1,80E-01"
0.2,1.0,10.0,1000.0,5.0,1.0713,6.981.317.007.977.310,98.362
0.2,1.0,10.0,1000.0,5.0,38.444,8.377.580.409.572.780,"3,87E-01"
0.2,1.0,10.0,1000.0,5.0,50.963,9.773.843.811.168.240,"6,79E-01"
0.2,1.0,10.0,1000.0,5.0,63.163,1.117.010.721.276.370,10.535
0.2,1.0,10.0,1000.0,5.0,74.877,12.566.370.614.359.100,15.141
0.2,1.0,10.0,1000.0,5.0,85.526,13.962.634.015.954.600,20.602
0.2,1.0,10.0,1000.0,5.0,93.943,153.588.974.175.501,26.584
0.8,1.0,10.0,1000.0,8.0,1.719,767.944.870.877.505,"3,94E-01"
0.8,1.0,10.0,1000.0,8.0,939,9.075.712.110.370.510,26.426
0.8,1.0,10.0,1000.0,8.0,94.809,10.471.975.511.965.900,28.642
0.8,1.0,10.0,1000.0,8.0,95.603,11.868.238.913.561.400,30.685
0.8,1.0,10.0,1000.0,8.0,96.333,13.264.502.315.156.900,34.554
0.8,1.0,10.0,1000.0,8.0,97.002,14.660.765.716.752.300,3.883
0.8,1.0,10.0,1000.0,8.0,9.816,0.0,33.605
0.8,1.0,10.0,1000.0,8.0,9.867,1.396.263.401.595.460,58.474
0.8,1.0,10.0,1000.0,8.0,99.145,2.792.526.803.190.920,68.567
0.8,1.0,10.0,1000.0,8.0,99.588,418.879.020.478.639,73.478
0.8,1.0,10.0,1000.0,8.0,34.098,5.585.053.606.381.850,16.976
0.8,1.0,10.0,1000.0,8.0,1.0,6.981.317.007.977.310,70.891
0.8,1.0,10.0,1000.0,8.0,50.209,8.377.580.409.572.780,34.196
0.8,1.0,10.0,1000.0,8.0,64.493,9.773.843.811.168.240,57.134
0.8,1.0,10.0,1000.0,8.0,75.815,1.117.010.721.276.370,84.467
0.8,1.0,10.0,1000.0,8.0,83.867,12.566.370.614.359.100,1.121
0.8,1.0,10.0,1000.0,8.0,8.891,13.962.634.015.954.600,14.002
0.8,1.0,10.0,1000.0,8.0,91.405,153.588.974.175.501,17.182
0.2,1.0,20.0,100.0,5.0,83.472,14.660.765.716.752.300,19.238
0.2,1.0,20.0,100.0,5.0,37.268,12.566.370.614.359.100,35.088
0.2,1.0,20.0,100.0,5.0,43.371,13.962.634.015.954.600,4.754
0.2,1.0,20.0,100.0,5.0,49.414,153.588.974.175.501,61.976
0.2,1.0,20.0,1000.0,5.0,12.994,698.131.700.797.731,"5,51E-02"
0.2,1.0,20.0,1000.0,5.0,99.721,2.094.395.102.393.190,41.964
0.2,1.0,20.0,1000.0,5.0,99.986,3.490.658.503.988.650,4.881
0.2,1.0,20.0,1000.0,5.0,1.2029,4.886.921.905.584.120,5.442
0.2,1.0,20.0,1000.0,5.0,1.1966,6.283.185.307.179.580,59.434
0.2,1.0,20.0,1000.0,5.0,1.0103,767.944.870.877.505,64.278
0.2,1.0,20.0,1000.0,5.0,1.0139,9.075.712.110.370.510,692
0.2,1.0,20.0,1000.0,5.0,1.0176,10.471.975.511.965.900,74.306
0.2,1.0,20.0,1000.0,5.0,1.0212,11.868.238.913.561.400,79.459
0.2,1.0,20.0,1000.0,5.0,1.0248,13.264.502.315.156.900,84.632
0.2,1.0,20.0,1000.0,5.0,1.0282,14.660.765.716.752.300,89.925
0.2,1.0,20.0,1000.0,5.0,1.0315,0.0,50.666
0.2,1.0,20.0,1000.0,5.0,38.776,1.396.263.401.595.460,"4,71E-01"
0.2,1.0,20.0,1000.0,5.0,51.381,2.792.526.803.190.920,"7,87E-01"
0.2,1.0,20.0,1000.0,5.0,63.641,418.879.020.478.639,11.803
0.2,1.0,20.0,1000.0,5.0,75.398,5.585.053.606.381.850,16.541
0.2,1.0,20.0,1000.0,5.0,86.366,6.981.317.007.977.310,22.033
0.2,1.0,20.0,1000.0,5.0,95.016,8.377.580.409.572.780,28.048
0.2,1.0,20.0,1000.0,5.0,98.419,9.773.843.811.168.240,34.241
0.8,1.0,20.0,1000.0,8.0,16.346,698.131.700.797.731,"5,36E-01"
0.8,1.0,20.0,1000.0,8.0,91.555,2.094.395.102.393.190,30.075
0.8,1.0,20.0,1000.0,8.0,92.104,3.490.658.503.988.650,35.421
0.8,1.0,20.0,1000.0,8.0,92.601,4.886.921.905.584.120,39.212
0.8,1.0,20.0,1000.0,8.0,93.053,6.283.185.307.179.580,40.657
0.8,1.0,20.0,1000.0,8.0,93.458,767.944.870.877.505,40.908
0.8,1.0,20.0,1000.0,8.0,93.829,9.075.712.110.370.510,42.762
0.8,1.0,20.0,1000.0,8.0,94.174,10.471.975.511.965.900,44.685
0.8,1.0,20.0,1000.0,8.0,9.449,11.868.238.913.561.400,46.497
0.8,1.0,20.0,1000.0,8.0,94.775,13.264.502.315.156.900,51.941
0.8,1.0,20.0,1000.0,8.0,95.044,14.660.765.716.752.300,57.305
0.8,1.0,20.0,1000.0,8.0,953,0.0,36.233
0.8,1.0,20.0,1000.0,8.0,47.804,1.396.263.401.595.460,44.879
0.8,1.0,20.0,1000.0,8.0,6.156,2.792.526.803.190.920,71.164
0.8,1.0,20.0,1000.0,8.0,7.279,418.879.020.478.639,10.016
0.8,1.0,20.0,1000.0,8.0,80.985,5.585.053.606.381.850,13.099
0.8,1.0,20.0,1000.0,8.0,86.259,6.981.317.007.977.310,15.985
0.8,1.0,20.0,1000.0,8.0,89.268,8.377.580.409.572.780,18.223
0.8,1.0,20.0,1000.0,8.0,90.812,9.773.843.811.168.240,20.147
0.2,1.0,3.0,1000.0,5.0,33.293,1.117.010.721.276.370,"3,02E-01"
0.2,1.0,3.0,1000.0,5.0,1.436,12.566.370.614.359.100,14.838
0.2,1.0,3.0,1000.0,5.0,1.4798,13.962.634.015.954.600,16.839
0.2,1.0,3.0,1000.0,5.0,1.5239,153.588.974.175.501,18.899
0.2,1.0,3.0,1000.0,5.0,1.6055,698.131.700.797.731,21.772
0.2,1.0,3.0,1000.0,5.0,1.6427,2.094.395.102.393.190,26.441
0.2,1.0,3.0,1000.0,5.0,1.6795,3.490.658.503.988.650,29.088
0.2,1.0,3.0,1000.0,5.0,1.7141,4.886.921.905.584.120,31.375
0.2,1.0,3.0,1000.0,5.0,1.7465,6.283.185.307.179.580,33.536
0.2,1.0,3.0,1000.0,5.0,1.7789,767.944.870.877.505,35.693
0.2,1.0,3.0,1000.0,5.0,65.759,9.075.712.110.370.510,11.619
0.2,1.0,3.0,1000.0,5.0,1.8106,10.471.975.511.965.900,3.773
0.2,1.0,3.0,1000.0,5.0,93.462,11.868.238.913.561.400,25.262
0.2,1.0,3.0,1000.0,5.0,1.0456,13.264.502.315.156.900,40.578
0.2,1.0,3.0,1000.0,5.0,1.1249,14.660.765.716.752.300,56.234
0.2,1.0,3.0,1000.0,5.0,1.2718,0.0,72.411
0.2,1.0,3.0,1000.0,5.0,1.3271,1.396.263.401.595.460,11.391
0.2,1.0,3.0,1000.0,5.0,1.3828,2.792.526.803.190.920,13.611
0.8,1.0,3.0,1000.0,8.0,21.075,1.117.010.721.276.370,"5,51E-01"
0.8,1.0,3.0,1000.0,8.0,1.1118,12.566.370.614.359.100,31.963
0.8,1.0,3.0,1000.0,8.0,1.1512,13.962.634.015.954.600,35.575
0.8,1.0,3.0,1000.0,8.0,1.1875,153.588.974.175.501,399
0.8,1.0,3.0,1000.0,8.0,1.2484,698.131.700.797.731,70.516
0.8,1.0,3.0,1000.0,8.0,1.2751,2.094.395.102.393.190,82.124
0.8,1.0,3.0,1000.0,8.0,1.3026,3.490.658.503.988.650,8.628
0.8,1.0,3.0,1000.0,8.0,1.3302,4.886.921.905.584.120,89.532
0.8,1.0,3.0,1000.0,8.0,1.357,6.283.185.307.179.580,90.938
0.8,1.0,3.0,1000.0,8.0,1.3823,767.944.870.877.505,91.589
0.8,1.0,3.0,1000.0,8.0,41.758,9.075.712.110.370.510,22.719
0.8,1.0,3.0,1000.0,8.0,1.4059,10.471.975.511.965.900,87.445
0.8,1.0,3.0,1000.0,8.0,61.114,11.868.238.913.561.400,46.662
0.8,1.0,3.0,1000.0,8.0,77.548,13.264.502.315.156.900,78.844
0.8,1.0,3.0,1000.0,8.0,88.845,14.660.765.716.752.300,11.503
0.8,1.0,3.0,1000.0,8.0,996,0.0,22.654
0.8,1.0,3.0,1000.0,8.0,1.0302,1.396.263.401.595.460,34.998
0.8,1.0,3.0,1000.0,8.0,1.0707,2.792.526.803.190.920,40.052
0.2,1.0,4.0,1000.0,5.0,29.955,418.879.020.478.639,"2,64E-01"
0.2,1.0,4.0,1000.0,5.0,1.2642,5.585.053.606.381.850,12.673
0.2,1.0,4.0,1000.0,5.0,1.2974,6.981.317.007.977.310,14.184
0.2,1.0,4.0,1000.0,5.0,1.3257,8.377.580.409.572.780,15.724
0.2,1.0,4.0,1000.0,5.0,1.352,9.773.843.811.168.240,17.304
0.2,1.0,4.0,1000.0,5.0,1.3781,1.117.010.721.276.370,18.939
0.2,1.0,4.0,1000.0,5.0,1.4033,12.566.370.614.359.100,20.613
0.2,1.0,4.0,1000.0,5.0,1.4256,13.962.634.015.954.600,22.325
0.2,1.0,4.0,1000.0,5.0,1.4472,153.588.974.175.501,24.077
0.2,1.0,4.0,1000.0,5.0,1.4891,698.131.700.797.731,23.875
0.2,1.0,4.0,1000.0,5.0,59.257,2.094.395.102.393.190,10.983
0.2,1.0,4.0,1000.0,5.0,1.508,3.490.658.503.988.650,30.089
0.2,1.0,4.0,1000.0,5.0,86.622,4.886.921.905.584.120,22.208
0.2,1.0,4.0,1000.0,5.0,1.2012,6.283.185.307.179.580,36.436
0.2,1.0,4.0,1000.0,5.0,1.0535,767.944.870.877.505,49.778
0.2,1.0,4.0,1000.0,5.0,1.1044,9.075.712.110.370.510,63.184
0.2,1.0,4.0,1000.0,5.0,1.1546,10.471.975.511.965.900,77.275
0.2,1.0,4.0,1000.0,5.0,1.1957,11.868.238.913.561.400,91.946
0.2,1.0,4.0,1000.0,5.0,1.2301,13.264.502.315.156.900,10.693
0.8,1.0,4.0,1000.0,8.0,22.742,418.879.020.478.639,"8,26E-01"
0.8,1.0,4.0,1000.0,8.0,1.0616,5.585.053.606.381.850,44.978
0.8,1.0,4.0,1000.0,8.0,1.0896,6.981.317.007.977.310,48.222
0.8,1.0,4.0,1000.0,8.0,1.1157,8.377.580.409.572.780,50.614
0.8,1.0,4.0,1000.0,8.0,1.139,9.773.843.811.168.240,52.453
0.8,1.0,4.0,1000.0,8.0,1.1598,1.117.010.721.276.370,55.228
0.8,1.0,4.0,1000.0,8.0,1.179,12.566.370.614.359.100,58.323
0.8,1.0,4.0,1000.0,8.0,1.1971,13.962.634.015.954.600,61.921
0.8,1.0,4.0,1000.0,8.0,1.215,153.588.974.175.501,66.823
0.8,1.0,4.0,1000.0,8.0,1.2505,698.131.700.797.731,10.122
0.8,1.0,4.0,1000.0,8.0,44.918,2.094.395.102.393.190,36.963
0.8,1.0,4.0,1000.0,8.0,1.2668,3.490.658.503.988.650,11.859
0.8,1.0,4.0,1000.0,8.0,6.499,4.886.921.905.584.120,69.717
0.8,1.0,4.0,1000.0,8.0,80.775,6.283.185.307.179.580,11.286
0.8,1.0,4.0,1000.0,8.0,90.608,767.944.870.877.505,15.507
0.8,1.0,4.0,1000.0,8.0,95.292,9.075.712.110.370.510,19.455
0.8,1.0,4.0,1000.0,8.0,98.309,10.471.975.511.965.900,22.853
0.8,1.0,4.0,1000.0,8.0,1.1984,11.868.238.913.561.400,25.822
0.8,1.0,4.0,1000.0,8.0,1.0334,13.264.502.315.156.900,29.444
0.2,1.0,6.0,1000.0,5.0,27.642,14.660.765.716.752.300,"2,00E-01"
0.2,1.0,6.0,1000.0,5.0,1.163,0.0,75.329
0.2,1.0,6.0,1000.0,5.0,1.1815,1.396.263.401.595.460,12.339
0.2,1.0,6.0,1000.0,5.0,1.1983,2.792.526.803.190.920,14.612
0.2,1.0,6.0,1000.0,5.0,1.2126,418.879.020.478.639,16.294
0.2,1.0,6.0,1000.0,5.0,1.2267,5.585.053.606.381.850,17.756
0.2,1.0,6.0,1000.0,5.0,1.2407,6.981.317.007.977.310,19.122
0.2,1.0,6.0,1000.0,5.0,1.254,8.377.580.409.572.780,20.481
0.2,1.0,6.0,1000.0,5.0,1.2658,9.773.843.811.168.240,21.873
0.2,1.0,6.0,1000.0,5.0,1.2771,1.117.010.721.276.370,23.293
0.2,1.0,6.0,1000.0,5.0,5.472,12.566.370.614.359.100,"7,82E-01"
0.2,1.0,6.0,1000.0,5.0,1.2884,13.962.634.015.954.600,24.694
0.2,1.0,6.0,1000.0,5.0,80.108,153.588.974.175.501,17.365
0.2,1.0,6.0,1000.0,5.0,1.0156,698.131.700.797.731,40.289
0.2,1.0,6.0,1000.0,5.0,1.0444,2.094.395.102.393.190,5.777
0.2,1.0,6.0,1000.0,5.0,1.0737,3.490.658.503.988.650,71.278
0.2,1.0,6.0,1000.0,5.0,1.1025,4.886.921.905.584.120,84.034
0.2,1.0,6.0,1000.0,5.0,1.1257,6.283.185.307.179.580,96.635
0.8,1.0,6.0,1000.0,8.0,18.928,14.660.765.716.752.300,"4,11E-01"
0.8,1.0,6.0,1000.0,8.0,99.066,0.0,27.662
0.8,1.0,6.0,1000.0,8.0,1.2018,1.396.263.401.595.460,45.726
0.8,1.0,6.0,1000.0,8.0,1.0123,2.792.526.803.190.920,5.255
0.8,1.0,6.0,1000.0,8.0,1.0231,418.879.020.478.639,56.422
0.8,1.0,6.0,1000.0,8.0,1.0345,5.585.053.606.381.850,58.671
0.8,1.0,6.0,1000.0,8.0,1.0461,6.981.317.007.977.310,6
0.8,1.0,6.0,1000.0,8.0,1.0572,8.377.580.409.572.780,60.086
0.8,1.0,6.0,1000.0,8.0,1.0675,9.773.843.811.168.240,59.726
0.8,1.0,6.0,1000.0,8.0,1.0772,1.117.010.721.276.370,6.135
0.8,1.0,6.0,1000.0,8.0,3.751,12.566.370.614.359.100,16.685
0.8,1.0,6.0,1000.0,8.0,1.0866,13.962.634.015.954.600,63.074
0.8,1.0,6.0,1000.0,8.0,54.998,153.588.974.175.501,35.998
0.8,1.0,6.0,1000.0,8.0,81.407,698.131.700.797.731,12.821
0.8,1.0,6.0,1000.0,8.0,88.577,2.094.395.102.393.190,18.682
0.8,1.0,6.0,1000.0,8.0,9.255,3.490.658.503.988.650,23.009
0.8,1.0,6.0,1000.0,8.0,94.808,4.886.921.905.584.120,26.916
0.8,1.0,6.0,1000.0,8.0,9.642,6.283.185.307.179.580,29.755
0.4,0.2,20.0,1000.0,20.0,22.525,698.131.700.797.731,"2,60E-01"
0.4,0.2,20.0,1000.0,20.0,97.206,2.094.395.102.393.190,2.011
0.4,0.2,20.0,1000.0,20.0,97.631,3.490.658.503.988.650,27.995
0.4,0.2,20.0,1000.0,20.0,97.945,4.886.921.905.584.120,37.131
0.4,0.2,20.0,1000.0,20.0,98.258,6.283.185.307.179.580,47.433
0.4,0.2,20.0,1000.0,20.0,98.532,767.944.870.877.505,57.803
0.4,0.2,20.0,1000.0,20.0,98.786,9.075.712.110.370.510,67.394
0.4,0.2,20.0,1000.0,20.0,99.028,10.471.975.511.965.900,76.352
0.4,0.2,20.0,1000.0,20.0,99.243,11.868.238.913.561.400,84.645
